session_id,timestamp,country,device_category,source,page_path,avg_session_duration_sec,bounce_rate,conversions,new_user,page_views,unique_page_views
SESS-301343,2025-12-16 09:12:01,Brazil,Desktop,Referral,/product/fashion,161.2,0.207,0,Yes,3,2
SESS-301344,2025-02-02 02:43:02,United Kingdom,Mobile,Organic Search,/product/home-kitchen,139.6,0.496,0,Yes,1,1
SESS-301345,2025-03-03 03:42:06,Mexico,Desktop,Direct,/product/fashion,100.2,0.224,0,No,4,3
SESS-301346,2025-02-18 06:12:22,United States,Mobile,Social,/home,70.2,0.634,0,Yes,1,1
SESS-301347,2025-08-11 21:00:24,France,Desktop,Organic Search,/deals,86.9,0.487,0,No,1,1
SESS-301348,2025-08-25 15:31:03,United States,Mobile,Social,/search,42.1,0.601,0,Yes,1,1
SESS-301349,2025-04-15 11:34:49,Other,Mobile,referral  ,/product/electronics,31.9,0.479,0,No,1,1
SESS-301350,2025-07-08 10:55:11,India,Mobile,Organic Search,/product/home-kitchen,76.9,0.52,0,Yes,1,1
SESS-301351,2025-01-19 05:25:14,United States,Mobile,Organic Search,/product/home-kitchen,62.3,0.558,0,Yes,1,1
SESS-301352,2025-10-01 03:00:35,Canada,Desktop,Direct,/product/fashion,243.8,0.32,0,Yes,2,1
SESS-301353,2025-03-16 21:17:35,United Kingdom,Desktop,Direct,/product/fashion,320.9,0.329,0,No,4,3
SESS-301354,2025-01-11 07:52:45,Japan,Tablet,Social,/account,141.5,0.606,0,No,1,1
SESS-301355,2025-08-14 15:42:18,United States,Desktop,Email,/product/electronics,262.9,0.264,0,No,4,2
SESS-301356,2025-06-18 18:53:54,United States,Mobile,Paid Search,/deals,67.0,0.532,0,Yes,1,1
SESS-301357,2025-02-16 14:36:53,Japan,Tablet,Direct,/product/fashion,96.5,0.303,0,No,6,3
SESS-301358,2025-03-01 13:06:33,Japan,Mobile,Social,/search,40.8,0.76,0,No,2,1
SESS-301359,2025-07-12 18:08:49,Canada,Desktop,Direct,/home,53.4,0.328,0,No,3,2
SESS-301360,2025-07-05 07:04:23,India,Mobile,Social,/product/books,43.8,0.748,0,No,3,1
SESS-301361,2025-04-22 10:45:59,United Kingdom,Mobile,Direct,/product/electronics,97.4,0.391,1,Yes,2,1
SESS-301362,2025-02-08 07:05:56,United Kingdom,Desktop,Paid Search,/product/fashion,149.9,0.32,0,Yes,5,4
SESS-301363,2025-03-31 12:17:39,Other,Mobile,Paid Search,/cart,299.7,0.578,0,Yes,1,1
SESS-301364,2025-09-20 17:40:41,United States,Mobile,Direct,/home,77.5,0.341,0,Yes,3,2
SESS-301365,2025-01-08 10:54:53,United States,Mobile,Social,/search,10.3,0.61,0,Yes,3,2
SESS-301366,2025-02-17 03:24:23,United States,Desktop,Direct,/home,150.9,0.141,0,Yes,2,1
SESS-301367,2025-04-03 16:58:06,Canada,Mobile,Referral,/cart,65.4,0.409,0,No,1,1
SESS-301368,2025-12-24 00:56:27,Canada,Mobile,Paid Search,/deals,280.7,0.566,0,Yes,1,1
SESS-301369,2025-03-25 01:00:28,Australia,Desktop,Organic Search,/product/home-kitchen,368.2,0.327,0,Yes,4,3
SESS-301370,2025-05-03 20:21:29,United Kingdom,Mobile,Referral,/product/fashion,38.2,0.462,0,No,4,2
SESS-301371,2025-06-27 08:34:55,India,Mobile,paid search  ,/home,46.4,0.708,0,No,1,1
SESS-301372,2025-04-11 15:34:53,United States,Mobile,Direct,/home,130.6,0.402,0,Yes,1,1
SESS-301373,2025-09-05 13:34:19,Other,Desktop,Organic Search,/product/fashion,683.3,0.373,0,No,3,2
SESS-301374,2025-10-11 06:30:26,India,,Paid Search,/product/electronics,453.1,0.405,0,Yes,1,1
SESS-301375,2025-08-26 15:15:47,Other,Desktop,Paid Search,/account,184.2,0.319,0,No,2,1
SESS-301376,2025-03-15 17:52:21,United Kingdom,Desktop,Social,/product/electronics,200.6,0.558,0,Yes,1,1
SESS-301377,2025-07-05 03:18:57,Other,Desktop,Paid Search,/product/fashion,5.0,0.505,1,Yes,1,1
SESS-301378,2025-01-15 07:52:42,Other,Desktop,Organic Search,/home,36.1,0.336,0,Yes,1,1
SESS-301379,2025-12-10 12:21:51,United Kingdom,Desktop,Paid Search,/home,192.0,0.319,0,Yes,1,1
SESS-301380,2025-08-06 02:11:55,India,Desktop,Direct,/home,459.9,0.433,0,Yes,1,1
SESS-301381,2025-06-03 06:48:26,United States,Mobile,Direct,/product/books,100.6,0.443,0,Yes,1,1
SESS-301382,2025-03-21 12:40:31,France,Mobile,Social,/product/electronics,177.5,0.753,0,Yes,1,1
SESS-301383,2025-06-12 15:25:23,United States,Desktop,Organic Search,/checkout,113.5,0.311,0,Yes,2,1
SESS-301384,2025-03-06 12:47:29,United States,Desktop,Organic Search,/search,70.2,0.163,0,Yes,1,1
SESS-301385,2025-03-04 01:26:49,United States,Mobile,Social,/product/fashion,30.0,0.685,0,No,1,1
SESS-301386,2025-02-18 18:16:42,Other,Mobile,Direct,/product/books,138.9,0.343,0,Yes,4,2
SESS-301387,2025-04-22 09:17:22,United States,Mobile,Social,/home,73.8,0.642,0,Yes,1,1
SESS-301388,2025-04-12 00:07:48,Brazil,Desktop,Organic Search,/product/fashion,153.0,,0,No,4,2
SESS-301389,2025-07-12 14:36:20,Brazil,Desktop,Organic Search,/checkout,147.6,0.551,0,Yes,1,1
SESS-301390,2025-05-23 16:24:06,India,Mobile,Organic Search,/home,28.2,0.46,0,No,1,1
SESS-301391,2025-02-06 19:02:59,Other,Mobile,Referral,/deals,83.3,0.357,0,No,4,3
SESS-301392,2025-05-13 18:56:45,United States,Mobile,Social,/checkout,63.1,0.73,0,No,3,1
SESS-301393,2025-12-24 21:01:50,United States,,Organic Search,/home,80.0,0.383,0,Yes,2,1
SESS-301394,2025-04-27 05:00:07,United States,Mobile,Social,/product/fashion,42.7,0.639,0,Yes,1,1
SESS-301395,2025-12-17 07:11:15,India,Desktop,Direct,/product/fashion,73.4,0.203,0,No,5,4
SESS-301396,2025-10-08 13:08:25,United States,Tablet,Email,/deals,17.1,0.328,0,No,2,1
SESS-301397,2025-01-27 19:19:28,India,Desktop,Organic Search,/product/fashion,171.0,0.259,0,No,1,1
SESS-301398,2025-12-29 11:42:33,Australia,Mobile,Organic Search,/cart,209.0,0.401,0,No,2,1
SESS-301399,2025-07-27 06:10:35,United States,Desktop,Social,/product/home-kitchen,156.1,0.526,0,No,1,1
SESS-301400,2025-02-18 04:54:59,India,Mobile,organic search  ,/product/home-kitchen,151.3,0.545,0,Yes,1,1
SESS-301401,2025-11-07 07:51:21,United States,Desktop,Organic Search,/account,168.5,0.418,0,Yes,1,1
SESS-301402,2025-08-12 22:15:02,Brazil,Desktop,Organic Search,/product/fashion,198.1,0.604,0,No,1,1
SESS-301403,2025-06-15 14:25:48,Other,Desktop,Referral,/product/fashion,179.8,0.389,0,Yes,1,1
SESS-301404,2025-07-13 20:27:45,Other,Mobile,Direct,/home,86.5,0.425,0,Yes,2,1
SESS-301405,2025-07-03 10:33:59,Australia,Tablet,Direct,/product/electronics,229.0,0.332,0,Yes,2,1
SESS-301406,2025-07-28 08:36:48,United States,Mobile,Paid Search,/home,56.8,0.365,0,Yes,2,1
SESS-301407,2025-07-05 20:13:01,Australia,Desktop,Paid Search,/product/electronics,163.3,0.386,1,Yes,4,3
SESS-301408,2025-08-10 05:43:24,United Kingdom,Mobile,Organic Search,/deals,54.8,0.555,0,Yes,1,1
SESS-301409,2025-05-25 15:36:22,Australia,Mobile,Organic Search,/search,340.2,0.31,0,No,4,3
SESS-301410,2025-07-24 04:22:33,Germany,Desktop,Paid Search,/search,111.6,0.48,0,No,1,1
SESS-301411,2025-07-16 15:08:19,United States,Tablet,Organic Search,/home,39.9,0.427,0,Yes,1,1
SESS-301412,2025-12-19 21:38:05,United States,Mobile,Social,/product/home-kitchen,192.2,0.601,0,Yes,1,1
SESS-301413,2025-05-01 09:29:30,United Kingdom,Tablet,Social,/product/electronics,566.6,0.728,0,No,1,1
SESS-301414,2025-07-13 16:09:16,United States,Mobile,Direct,/cart,35.0,0.517,0,Yes,1,1
SESS-301415,2025-12-26 21:32:26,France,Desktop,Email,/product/electronics,117.6,0.379,0,Yes,6,5
SESS-301416,2025-01-13 12:32:52,France,Mobile,Social,/home,232.2,0.524,0,Yes,1,1
SESS-301417,2025-09-11 22:42:54,United Kingdom,Mobile,Organic Search,/cart,64.8,0.47,0,Yes,1,1
SESS-301418,2025-05-16 17:55:47,United States,Mobile,Organic Search,/product/electronics,179.1,0.497,0,Yes,3,1
SESS-301419,2025-10-20 20:48:32,Canada,Mobile,Email,/product/electronics,311.1,0.428,0,Yes,1,1
SESS-301420,2025-05-17 03:11:23,Australia,Mobile,Organic Search,/product/fashion,78.5,0.407,0,No,1,1
SESS-301421,2025-08-09 15:46:54,Other,Desktop,Organic Search,/product/fashion,81.6,0.449,0,Yes,3,1
SESS-301422,2025-05-10 23:04:00,United Kingdom,Desktop,Organic Search,/product/fashion,146.8,0.351,0,Yes,2,1
SESS-301423,2025-01-03 03:36:01,Germany,Desktop,Paid Search,/product/fashion,70.0,0.487,0,Yes,1,1
SESS-301424,2025-03-24 09:55:34,United Kingdom,Mobile,Direct,/product/books,494.0,0.382,0,No,5,4
SESS-301425,2025-05-31 04:58:20,United States,Mobile,Social,/search,69.7,0.716,0,Yes,1,1
SESS-301426,2025-07-05 08:53:14,Other,Mobile,Referral,/home,88.3,0.501,0,Yes,1,1
SESS-301427,2025-07-11 13:54:45,Canada,Mobile,Organic Search,/deals,129.4,0.515,0,Yes,1,1
SESS-301428,2025-11-23 16:36:55,Other,Desktop,Organic Search,/product/electronics,47.9,0.378,0,Yes,4,2
SESS-301429,2025-04-24 08:23:42,Canada,Desktop,Social,/product/fashion,51.6,0.536,0,No,1,1
SESS-301430,2025-08-20 11:08:18,United States,Mobile,Social,/home,,0.563,0,Yes,1,1
SESS-301431,2025-09-27 12:22:24,India,Mobile,Paid Search,/product/fashion,109.3,0.619,0,Yes,2,1
SESS-301432,2025-09-11 12:26:53,Australia,Mobile,Organic Search,/product/electronics,260.9,0.424,0,Yes,1,1
SESS-301433,2025-03-24 06:17:38,Other,Mobile,Email,/product/home-kitchen,185.6,0.317,0,No,3,1
SESS-301434,2025-11-30 12:49:09,United States,Mobile,Organic Search,/product/home-kitchen,115.6,0.466,0,Yes,3,2
SESS-301435,2025-07-04 19:52:20,France,Mobile,Social,/product/home-kitchen,298.9,0.668,0,No,2,1
SESS-301436,2025-01-27 22:11:57,United Kingdom,Desktop,Organic Search,/product/home-kitchen,192.8,0.412,0,Yes,1,1
SESS-301437,2025-08-31 21:06:00,Canada,Desktop,Direct,/checkout,47.2,0.283,0,No,3,2
SESS-301438,2025-04-01 21:24:06,United States,Desktop,Referral,/home,100.3,0.498,0,No,1,1
SESS-301439,2025-05-09 15:36:15,Germany,Mobile,Paid Search,/product/home-kitchen,174.1,0.516,0,No,1,1
SESS-301440,2025-02-04 08:25:26,United States,Tablet,Direct,/checkout,36.9,0.543,0,Yes,1,1
SESS-301441,2025-03-07 01:16:21,United States,Mobile,Social,/cart,325.8,0.64,0,Yes,1,1
SESS-301442,2025-10-16 16:29:18,India,Mobile,Paid Search,/cart,133.3,0.562,0,Yes,2,1
SESS-301443,2025-03-10 11:55:58,Germany,Mobile,Direct,/home,97.1,0.382,0,No,4,2
SESS-301444,2025-07-07 07:01:34,Other,Tablet,Organic Search,/home,128.1,0.44,0,No,2,1
SESS-301445,2025-04-04 10:44:09,India,Mobile,Paid Search,/deals,151.9,0.504,0,No,1,1
SESS-301446,2025-03-19 06:10:31,United States,Desktop,Paid Search,/deals,97.7,0.361,0,No,1,1
SESS-301447,2025-11-24 14:00:27,Other,,Direct,/search,124.8,0.464,0,No,1,1
SESS-301448,2025-06-21 04:42:11,India,Desktop,organic search  ,/search,169.0,0.447,0,No,3,2
SESS-301449,2025-06-12 12:08:12,United States,Mobile,social  ,/checkout,57.2,0.687,1,Yes,1,1
SESS-301450,2025-12-01 15:23:36,Japan,Desktop,Direct,/home,78.0,0.355,1,Yes,4,2
SESS-301451,2025-06-11 05:50:21,Other,Mobile,Direct,/search,68.3,0.389,0,No,1,1
SESS-301452,2025-02-10 13:28:43,Australia,Desktop,Direct,/home,275.4,0.423,0,Yes,1,1
SESS-301453,2025-05-07 18:44:22,Other,Mobile,Paid Search,/product/fashion,39.6,0.54,1,Yes,1,1
SESS-301454,2025-07-12 15:02:22,India,Mobile,Organic Search,/product/fashion,371.4,0.561,0,Yes,1,1
SESS-301455,2025-04-24 00:50:53,United States,Desktop,Paid Search,/checkout,255.6,0.481,0,No,1,1
SESS-301456,2025-07-25 13:03:26,United States,Desktop,Direct,/product/books,286.1,0.325,0,No,3,2
SESS-301457,2025-07-17 11:32:50,India,Desktop,Organic Search,/product/fashion,279.4,0.426,0,Yes,1,1
SESS-301458,2025-02-05 22:41:12,Mexico,Mobile,Direct,/home,519.0,0.475,0,Yes,1,1
SESS-301459,2025-07-05 22:24:31,Canada,Desktop,Organic Search,/deals,297.8,0.418,0,Yes,1,1
SESS-301460,2025-07-01 09:24:57,United States,Mobile,Organic Search,/deals,41.8,0.463,0,Yes,1,1
SESS-301461,2025-07-16 08:01:19,United States,Mobile,Paid Search,/product/books,185.2,0.57,0,No,2,1
SESS-301462,2025-06-16 09:20:20,United States,Desktop,Referral,/home,225.3,0.264,0,Yes,1,1
SESS-301463,2025-11-12 12:18:26,Other,Mobile,Social,/product/electronics,153.5,0.554,0,No,1,1
SESS-301464,2025-09-14 13:55:20,United States,Desktop,Paid Search,/deals,89.7,0.422,0,No,1,1
SESS-301465,2025-12-09 02:40:40,United States,Mobile,Direct,/home,181.1,0.563,0,No,1,1
SESS-301466,2025-08-27 14:47:38,India,Mobile,Paid Search,/product/electronics,24.7,0.686,0,Yes,1,1
SESS-301467,2025-10-06 23:44:17,Germany,Mobile,Social,/product/electronics,188.2,0.688,0,Yes,1,1
SESS-301468,2025-07-16 12:17:38,Brazil,Desktop,Organic Search,/product/home-kitchen,109.4,0.431,0,Yes,1,1
SESS-301469,2025-04-13 00:19:21,Mexico,Tablet,Organic Search,/checkout,93.4,0.431,0,Yes,1,1
SESS-301470,2025-11-14 08:20:13,United States,Mobile,Organic Search,/product/electronics,105.3,,0,No,1,1
SESS-301471,2025-07-25 00:45:47,Germany,Desktop,Referral,/deals,43.0,0.367,0,Yes,3,2
SESS-301472,2025-01-01 21:11:43,Canada,Mobile,Paid Search,/account,79.4,0.548,0,Yes,1,1
SESS-301473,2025-10-18 21:31:54,United States,Desktop,Paid Search,/deals,166.3,0.392,0,Yes,2,1
SESS-301474,2025-12-22 01:54:00,United States,Mobile,Social,/checkout,68.3,0.808,0,No,1,1
SESS-301475,2025-02-06 09:22:18,India,Mobile,Organic Search,/deals,205.9,0.459,0,Yes,1,1
SESS-301476,2025-07-30 03:57:16,Other,Desktop,Organic Search,/deals,84.4,0.321,0,Yes,3,2
SESS-301477,2025-04-26 19:45:47,United States,Desktop,Organic Search,/product/fashion,111.1,0.362,0,No,2,1
SESS-301478,2025-09-22 02:38:49,United States,Desktop,Paid Search,/product/electronics,111.0,0.415,0,No,1,1
SESS-301479,2025-05-09 15:19:47,United Kingdom,Mobile,Social,/deals,116.4,0.691,0,No,1,1
SESS-301480,2025-05-25 06:51:48,India,Mobile,Referral,/product/fashion,288.5,0.616,0,Yes,1,1
SESS-301481,2025-12-30 15:36:49,India,Desktop,Organic Search,/home,350.3,0.317,0,Yes,3,2
SESS-301482,2025-08-14 09:59:35,Australia,Desktop,Paid Search,/product/home-kitchen,9.6,0.353,0,Yes,2,1
SESS-301483,2025-12-23 13:57:35,United States,Desktop,Organic Search,/home,151.2,0.257,0,Yes,3,1
SESS-301484,2025-05-29 08:28:09,Other,Desktop,Social,/cart,224.9,0.399,0,Yes,3,2
SESS-301485,2025-06-20 04:56:36,United States,Mobile,Organic Search,/home,142.4,0.397,0,No,3,2
SESS-301486,2025-06-19 03:13:13,Canada,Desktop,Email,/product/fashion,46.9,0.175,0,Yes,3,2
SESS-301487,2025-06-11 20:32:34,United Kingdom,Mobile,Social,/cart,168.8,0.548,0,No,1,1
SESS-301488,2025-04-24 14:41:11,Australia,Tablet,Email,/product/books,246.7,0.266,0,Yes,1,1
SESS-301489,2025-01-18 12:34:31,United Kingdom,Desktop,Social,/product/books,24.2,0.472,1,Yes,1,1
SESS-301490,2025-11-08 23:38:28,India,Mobile,organic search  ,/product/fashion,520.5,0.368,0,Yes,3,2
SESS-301491,2025-05-03 02:52:23,United States,Mobile,Organic Search,/search,282.0,0.46,0,Yes,1,1
SESS-301492,2025-03-14 16:44:06,United States,Mobile,Direct,/search,57.5,0.356,0,No,2,1
SESS-301493,2025-08-10 00:14:09,United States,Tablet,Email,/checkout,,0.534,0,No,2,1
SESS-301494,2025-07-25 04:00:25,India,Mobile,Organic Search,/product/home-kitchen,72.7,0.493,0,Yes,1,1
SESS-301495,2025-02-28 12:51:30,Japan,Desktop,Paid Search,/product/books,209.5,0.371,0,Yes,1,1
SESS-301496,2025-12-21 23:39:52,United Kingdom,Mobile,Paid Search,/product/fashion,61.9,0.535,0,No,1,1
SESS-301497,2025-11-23 05:25:16,Japan,Desktop,Direct,/product/electronics,63.6,,1,Yes,1,1
SESS-301498,2025-05-07 22:04:59,India,Desktop,Paid Search,/home,35.4,0.511,0,Yes,4,2
SESS-301499,2025-11-15 12:43:16,India,Desktop,email  ,/deals,467.9,0.305,0,Yes,4,3
SESS-301500,2025-04-29 13:35:49,United States,Mobile,Social,/product/electronics,224.5,0.594,0,Yes,1,1
SESS-301501,2025-06-07 10:22:37,Canada,Mobile,referral  ,/deals,32.9,0.472,0,No,2,1
SESS-301502,2025-08-08 12:39:52,Canada,Mobile,Social,/home,93.4,0.645,0,No,2,1
SESS-301503,2025-05-16 12:27:30,France,Desktop,Organic Search,/account,19.7,0.378,0,No,4,2
SESS-301504,2025-10-21 07:03:37,India,Desktop,Social,/checkout,127.3,0.511,0,Yes,1,1
SESS-301505,2025-12-06 17:11:59,India,Desktop,Direct,/checkout,307.1,0.257,0,No,2,1
SESS-301506,2025-04-14 22:10:42,Germany,Mobile,Social,/product/home-kitchen,183.9,0.737,0,Yes,1,1
SESS-301507,2025-11-12 08:24:36,Germany,Desktop,Organic Search,/home,368.2,0.228,0,No,3,2
SESS-301508,2025-12-24 12:33:45,United States,Desktop,Direct,/product/electronics,97.3,0.258,0,No,2,1
SESS-301509,2025-12-29 17:02:30,United States,Mobile,Organic Search,/deals,191.3,0.334,0,Yes,1,1
SESS-301510,2025-02-12 23:28:36,United States,Mobile,direct  ,/search,98.5,0.465,1,Yes,1,1
SESS-301511,2025-05-04 02:42:36,India,Desktop,Organic Search,/home,93.5,0.362,0,No,2,1
SESS-301512,2025-04-29 08:47:24,Other,Mobile,Social,/product/fashion,141.9,0.618,0,Yes,1,1
SESS-301513,2025-04-06 22:40:57,Canada,Desktop,Email,/product/fashion,72.7,0.269,0,No,5,4
SESS-301514,2025-02-21 12:26:26,Brazil,Mobile,paid search  ,/product/fashion,72.0,0.609,1,No,1,1
SESS-301515,2025-04-18 19:24:11,United Kingdom,Desktop,Organic Search,/cart,42.2,0.366,0,Yes,2,1
SESS-301516,2025-09-08 02:18:42,India,Tablet,Organic Search,/deals,118.7,0.365,0,Yes,5,4
SESS-301517,2025-07-29 17:50:16,India,Desktop,Referral,/deals,97.0,0.355,0,No,2,1
SESS-301518,2025-10-01 19:32:11,India,Mobile,Organic Search,/cart,49.7,0.497,0,No,1,1
SESS-301519,2025-03-04 18:40:31,United States,Desktop,Email,/home,49.3,0.299,0,No,6,4
SESS-301520,2025-01-01 07:32:57,India,Mobile,Referral,/deals,107.2,0.469,0,Yes,2,1
SESS-301521,2025-04-22 16:03:22,India,Mobile,Referral,/product/electronics,60.4,0.65,0,Yes,1,1
SESS-301522,2025-02-08 05:24:39,Germany,,Paid Search,/product/home-kitchen,145.4,0.469,0,No,1,1
SESS-301523,2025-11-21 22:25:57,India,Desktop,Referral,/search,355.0,0.229,0,Yes,2,1
SESS-301524,2025-10-03 08:53:14,Canada,Desktop,Organic Search,/product/fashion,167.7,0.282,0,Yes,2,1
SESS-301525,2025-03-07 19:55:16,India,Mobile,Referral,/product/home-kitchen,101.0,0.466,0,Yes,4,3
SESS-301526,2025-07-07 06:10:28,United States,Desktop,Email,/home,260.4,0.269,0,Yes,2,1
SESS-301527,2025-04-29 07:39:58,Other,Mobile,Direct,/deals,74.3,0.232,0,No,5,3
SESS-301528,2025-09-05 04:17:37,Australia,Mobile,Social,/deals,257.4,0.691,0,Yes,2,1
SESS-301529,2025-12-06 12:31:21,United States,Desktop,Organic Search,/search,42.8,0.434,0,Yes,1,1
SESS-301530,2025-02-03 20:28:45,United States,Mobile,Paid Search,/home,98.4,0.713,0,Yes,1,1
SESS-301531,2025-05-09 15:55:21,United States,Mobile,Social,/home,207.2,0.712,0,Yes,1,1
SESS-301532,2025-02-14 22:20:54,United States,Mobile,Paid Search,/deals,85.6,0.625,0,Yes,2,1
SESS-301533,2025-06-26 05:06:06,India,Mobile,Social,/home,45.5,0.625,0,Yes,1,1
SESS-301534,2025-07-30 16:01:57,United States,Desktop,Direct,/search,73.7,0.195,0,No,2,1
SESS-301535,2025-10-19 22:41:54,United States,Mobile,Social,/cart,94.6,0.59,0,No,1,1
SESS-301536,2025-12-26 05:35:50,India,Desktop,Organic Search,/checkout,135.6,0.323,0,No,2,1
SESS-301537,2025-07-14 15:06:58,India,Mobile,Paid Search,/product/home-kitchen,79.0,0.667,0,Yes,1,1
SESS-301538,2025-03-15 06:20:33,India,Desktop,Social,/product/fashion,207.1,0.62,1,Yes,1,1
SESS-301539,2025-05-15 03:44:25,Brazil,Desktop,Social,/home,131.9,0.404,0,Yes,2,1
SESS-301540,2025-10-05 09:24:25,India,Mobile,Organic Search,/deals,92.1,0.692,0,Yes,1,1
SESS-301541,2025-03-31 18:52:14,India,Desktop,Direct,/home,63.5,0.37,0,No,2,1
SESS-301542,2025-07-15 17:51:44,India,Desktop,Organic Search,/product/fashion,200.0,0.435,0,Yes,1,1
SESS-301543,2025-06-10 15:57:35,Australia,Mobile,Organic Search,/search,63.1,0.425,0,No,1,1
SESS-301544,2025-09-27 19:09:50,India,Mobile,Organic Search,/cart,114.0,0.483,0,No,1,1
SESS-301545,2025-09-26 20:22:20,India,Mobile,Social,/product/electronics,133.3,0.669,0,Yes,1,1
SESS-301546,2025-06-23 20:46:57,Other,Mobile,Paid Search,/product/electronics,101.8,0.754,0,Yes,1,1
SESS-301547,2025-12-13 15:34:13,Germany,Desktop,Direct,/cart,56.4,0.168,0,Yes,1,1
SESS-301548,2025-08-21 13:04:01,United Kingdom,Mobile,Organic Search,/deals,108.8,0.467,0,Yes,2,1
SESS-301549,2025-09-17 07:08:34,Canada,Desktop,Organic Search,/product/home-kitchen,55.5,0.319,0,No,4,3
SESS-301550,2025-03-11 21:24:49,Australia,Desktop,Paid Search,/cart,261.4,0.56,0,Yes,1,1
SESS-301551,2025-05-12 21:46:54,Brazil,Mobile,Referral,/deals,93.7,0.399,0,No,2,1
SESS-301552,2025-03-19 20:53:09,United States,Desktop,Social,/product/fashion,72.1,0.471,0,Yes,1,1
SESS-301553,2025-04-30 13:21:32,Other,Tablet,Referral,/product/fashion,292.9,0.355,0,Yes,4,2
SESS-301554,2025-08-07 21:05:24,United Kingdom,Mobile,Organic Search,/checkout,73.8,0.502,0,Yes,1,1
SESS-301555,2025-08-05 21:26:47,United States,Mobile,Direct,/product/home-kitchen,33.4,0.357,0,Yes,4,3
SESS-301556,2025-12-30 19:30:36,Brazil,Mobile,Organic Search,/product/electronics,437.8,0.433,0,Yes,1,1
SESS-301557,2025-04-21 19:20:22,United States,Mobile,Organic Search,/product/home-kitchen,72.1,0.535,0,Yes,1,1
SESS-301558,2025-12-13 13:53:31,United States,Mobile,Organic Search,/product/books,136.0,0.571,1,Yes,1,1
SESS-301559,2025-08-10 05:57:17,India,Desktop,Paid Search,/product/books,380.0,0.39,0,Yes,1,1
SESS-301560,2025-08-08 08:47:33,India,Desktop,Paid Search,/cart,311.0,0.396,0,Yes,5,4
SESS-301561,2025-09-10 04:49:26,Australia,Desktop,Social,/home,567.7,0.559,0,Yes,1,1
SESS-301562,2025-07-01 01:22:24,Japan,Mobile,Paid Search,/cart,148.2,0.516,0,No,3,2
SESS-301563,2025-11-08 21:33:41,India,Mobile,Direct,/product/books,49.7,0.474,0,No,2,1
SESS-301564,2025-11-16 15:20:37,India,,Direct,/product/fashion,82.7,0.431,0,No,4,3
SESS-301565,2025-04-16 02:36:45,United States,Desktop,Organic Search,/product/electronics,245.0,0.255,0,Yes,4,3
SESS-301566,2025-10-29 19:28:37,India,Mobile,Social,/product/electronics,71.8,0.616,0,Yes,2,1
SESS-301567,2025-06-23 07:36:00,India,Desktop,Organic Search,/home,82.4,0.402,0,No,2,1
SESS-301568,2025-04-28 18:26:24,Other,Mobile,organic search  ,/product/fashion,185.9,0.602,0,Yes,1,1
SESS-301569,2025-03-02 19:04:08,Australia,Desktop,Direct,/product/fashion,238.3,0.301,0,No,3,2
SESS-301570,2025-02-19 03:36:08,United States,Mobile,direct  ,/product/fashion,34.7,0.206,0,No,3,2
SESS-301571,2025-03-26 00:19:44,United States,Mobile,Direct,/product/fashion,136.4,0.502,0,Yes,1,1
SESS-301572,2025-04-25 16:31:39,India,Mobile,Social,/product/electronics,19.8,0.693,0,No,2,1
SESS-301573,2025-03-10 12:14:54,India,Mobile,Social,/home,151.3,0.718,0,No,2,1
SESS-301574,2025-06-23 22:25:15,India,Mobile,Social,/checkout,217.8,0.629,0,No,1,1
SESS-301575,2025-05-16 01:35:38,Brazil,Mobile,Organic Search,/product/fashion,483.3,0.416,0,Yes,1,1
SESS-301576,2025-01-26 23:11:12,United States,Mobile,Organic Search,/checkout,204.6,0.366,0,Yes,1,1
SESS-301577,2025-12-21 20:42:35,Other,Mobile,Paid Search,/search,399.0,0.6,0,Yes,1,1
SESS-301578,2025-05-13 16:33:01,United States,Mobile,social  ,/product/home-kitchen,33.1,0.678,0,No,1,1
SESS-301579,2025-09-04 04:09:45,India,Mobile,Social,/product/fashion,43.8,0.806,0,Yes,1,1
SESS-301580,2025-05-08 11:53:22,United States,Desktop,Organic Search,/home,105.6,0.424,0,No,1,1
SESS-301581,2025-04-26 11:25:03,India,Tablet,Organic Search,/home,124.4,,0,Yes,1,1
SESS-301582,2025-12-01 01:28:49,United States,Desktop,Paid Search,/deals,162.9,0.345,0,No,5,3
SESS-301583,2025-05-28 18:10:42,Japan,Mobile,Direct,/checkout,12.6,0.595,0,Yes,1,1
SESS-301584,2025-06-14 00:34:05,United States,,Direct,/product/home-kitchen,21.1,0.457,0,Yes,1,1
SESS-301585,2025-12-19 05:25:11,Brazil,Mobile,Direct,/deals,127.2,0.387,0,Yes,4,2
SESS-301586,2025-01-16 04:54:44,Canada,Desktop,Social,/product/electronics,53.8,0.482,0,Yes,1,1
SESS-301587,2025-02-22 04:07:49,India,Mobile,Paid Search,/product/fashion,112.0,0.572,0,Yes,1,1
SESS-301588,2025-01-05 11:59:51,India,Desktop,Referral,/product/home-kitchen,91.8,0.369,0,Yes,3,2
SESS-301589,2025-01-13 07:02:05,United States,Desktop,Paid Search,/account,45.3,0.352,0,Yes,2,1
SESS-301590,2025-02-12 15:32:15,India,Desktop,Referral,/home,16.4,0.256,0,No,4,3
SESS-301591,2025-07-11 01:39:50,Australia,Mobile,organic search  ,/checkout,75.4,0.469,0,Yes,1,1
SESS-301592,2025-11-18 21:14:21,Germany,Tablet,Social,/home,178.6,0.518,0,No,2,1
SESS-301593,2025-08-28 02:13:42,Other,Mobile,Organic Search,/search,51.7,0.458,0,No,1,1
